id,название,описание,подробно,дни,доступно с,ответвление,x,y,после1,после2,после3,после4,после5,после6,после7,после8,после9,после10,требование1,требование2,требование3,требование4,требование5,требование6,требование7,требование8,требование9,требование10,награда1,награда2,награда3,награда4,награда5,награда6,награда7,награда8,награда9,награда10,блокировать1,блокировать2,блокировать3,случайно1,случайно2,случайно3,случайно4,случайно5,случайно6,случайно7,случайно8,случайно9,случайно10
ru-tech-startup-capital,Капитал для стартапов,Создать фонд совместного финансирования технологических компаний университетов и промышленных заказчиков.,"Создать фонд совместного финансирования технологических компаний университетов и промышленных заказчиков.

Подробно: фокус «Капитал для стартапов» разворачивает направление «Технократическое обновление: Предприниматели» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: rare=30, gdp=24, budget=15.",60,,Технократическое обновление: Предприниматели,15,4,ru-tech-school-of-engineers,,,,,,,,,,ru-tech-small-business,,,,,,,,,,rare=30,gdp=24,budget=15,,,,,,,,Технократическое обновление: Цифра,Технократическое обновление: Города,,,,,,,,,,,
ru-tech-urban-comfort,Комфортные города,Развить городскую среду транспорт экологический мониторинг и муниципальные цифровые сервисы.,"Развить городскую среду транспорт экологический мониторинг и муниципальные цифровые сервисы.

Подробно: фокус «Комфортные города» разворачивает направление «Технократическое обновление: Города» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: stability=5, gdp=18, food=10.",60,,Технократическое обновление: Города,16,4,ru-tech-open-procurement,,,,,,,,,,ru-tech-small-business,,,,,,,,,,stability=5,gdp=18,food=10,,,,,,,,Технократическое обновление: Цифра,Технократическое обновление: Предприниматели,,,,,,,,,,,
ru-tech-new-economy,Новая экономика,Сформировать экономический блок вокруг технологий образования городов и частной инициативы в рамках закона.,"Сформировать экономический блок вокруг технологий образования городов и частной инициативы в рамках закона.

Подробно: фокус «Новая экономика» разворачивает направление «Технократическое обновление: Цифра» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: gdp=45, rare=30, politicalPower=45.",75,,Технократическое обновление: Цифра,14,5,ru-tech-regional-it-hubs,,,,,,,,,,ru-tech-digital-state,,,,,,,,,,gdp=45,rare=30,politicalPower=45,,,,,,,,,,,,,,,,,,,,
ru-tech-school-of-engineers,Школа инженеров,Расширить инженерные классы колледжи и стажировки на предприятиях для молодых специалистов.,"Расширить инженерные классы колледжи и стажировки на предприятиях для молодых специалистов.

Подробно: фокус «Школа инженеров» разворачивает направление «Технократическое обновление: Предприниматели» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: rare=18, gdp=18, manpower=60.",55,,Технократическое обновление: Предприниматели,15,5,ru-tech-green-utilities,,,,,,,,,,ru-tech-startup-capital,,,,,,,,,,rare=18,gdp=18,manpower=60,,,,,,,,,,,,,,,,,,,,
ru-tech-open-procurement,Открытые закупки,Снизить барьеры для поставщиков через прозрачные цифровые конкурсы и контроль исполнения контрактов.,"Снизить барьеры для поставщиков через прозрачные цифровые конкурсы и контроль исполнения контрактов.

Подробно: фокус «Открытые закупки» разворачивает направление «Технократическое обновление: Города» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: budget=35, politicalPower=20, stability=2.",55,,Технократическое обновление: Города,16,5,ru-tech-transport-apps,,,,,,,,,,ru-tech-urban-comfort,,,,,,,,,,budget=35,politicalPower=20,stability=2,,,,,,,,,,,,,,,,,,,,
ru-tech-regional-it-hubs,Региональные IT-хабы,Создать сеть региональных центров разработки при университетах и индустриальных парках.,"Создать сеть региональных центров разработки при университетах и индустриальных парках.

Подробно: фокус «Региональные IT-хабы» разворачивает направление «Технократическое обновление: Цифра» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: rare=30, gdp=25, budget=20.",60,,Технократическое обновление: Цифра,14,6,ru-tech-venture-regulation,,,,,,,,,,ru-tech-new-economy,,,,,,,,,,rare=30,gdp=25,budget=20,,,,,,,,,,,,,,,,,,,,
ru-tech-green-utilities,Умные сети ЖКХ,Внедрить учет ресурсов мониторинг аварий и плановый ремонт коммунальных сетей.,"Внедрить учет ресурсов мониторинг аварий и плановый ремонт коммунальных сетей.

Подробно: фокус «Умные сети ЖКХ» разворачивает направление «Технократическое обновление: Предприниматели» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: stability=4, gdp=18, steel=15.",55,,Технократическое обновление: Предприниматели,15,6,ru-tech-civic-feedback,,,,,,,,,,ru-tech-school-of-engineers,,,,,,,,,,stability=4,gdp=18,steel=15,,,,,,,,,,,,,,,,,,,,
ru-tech-transport-apps,Транспортные сервисы,Развить цифровую координацию городского транспорта грузов и региональных маршрутов.,"Развить цифровую координацию городского транспорта грузов и региональных маршрутов.

Подробно: фокус «Транспортные сервисы» разворачивает направление «Технократическое обновление: Города» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: gdp=22, oil=15, stability=2.",55,,Технократическое обновление: Города,16,6,ru-tech-export-software,,,,,,,,,,ru-tech-open-procurement,,,,,,,,,,gdp=22,oil=15,stability=2,,,,,,,,,,,,,,,,,,,,
ru-tech-venture-regulation,Правила венчурного рынка,Упростить законные инвестиции в технологические проекты и защитить права инвесторов и разработчиков.,"Упростить законные инвестиции в технологические проекты и защитить права инвесторов и разработчиков.

Подробно: фокус «Правила венчурного рынка» разворачивает направление «Технократическое обновление: Цифра» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: budget=40, gdp=26, politicalPower=20.",60,,Технократическое обновление: Цифра,14,7,ru-tech-secure-infrastructure,,,,,,,,,,ru-tech-regional-it-hubs,,,,,,,,,,budget=40,gdp=26,politicalPower=20,,,,,,,,,,,,,,,,,,,,
ru-tech-civic-feedback,Гражданская обратная связь,Запустить цифровые механизмы обращений жителей по городским проблемам и региональным проектам.,"Запустить цифровые механизмы обращений жителей по городским проблемам и региональным проектам.

Подробно: фокус «Гражданская обратная связь» разворачивает направление «Технократическое обновление: Предприниматели» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: stability=5, politicalPower=25, gdp=10.",50,,Технократическое обновление: Предприниматели,15,7,ru-tech-modern-republic,,,,,,,,,,ru-tech-green-utilities,,,,,,,,,,stability=5,politicalPower=25,gdp=10,,,,,,,,,,,,,,,,,,,,
ru-tech-export-software,Экспорт ПО,Поддержать экспорт программных продуктов инженерных сервисов и образовательных платформ.,"Поддержать экспорт программных продуктов инженерных сервисов и образовательных платформ.

Подробно: фокус «Экспорт ПО» разворачивает направление «Технократическое обновление: Города» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: budget=50, rare=25, gdp=22.",60,,Технократическое обновление: Города,16,7,,,,,,,,,,,ru-tech-transport-apps,,,,,,,,,,budget=50,rare=25,gdp=22,,,,,,,,,,,,,,,,,,,,
ru-tech-secure-infrastructure,Защищенная инфраструктура,Обновить киберзащиту транспорта энергетики и госуслуг без нарушения прав граждан.,"Обновить киберзащиту транспорта энергетики и госуслуг без нарушения прав граждан.

Подробно: фокус «Защищенная инфраструктура» разворачивает направление «Технократическое обновление: Цифра» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: commandPower=30, rare=25, stability=3.",60,,Технократическое обновление: Цифра,14,8,,,,,,,,,,,ru-tech-venture-regulation,,,,,,,,,,commandPower=30,rare=25,stability=3,,,,,,,,,,,,,,,,,,,,
ru-tech-modern-republic,Современное управление,Закрепить технократический курс через цифровые сервисы предпринимательство образование и прозрачные процедуры.,"Закрепить технократический курс через цифровые сервисы предпринимательство образование и прозрачные процедуры.

Подробно: фокус «Современное управление» разворачивает направление «Технократическое обновление: Предприниматели» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: gdp=70, rare=45, politicalPower=70, stability=5.",85,,Технократическое обновление: Предприниматели,15,8,,,,,,,,,,,ru-tech-civic-feedback,,,,,,,,,,gdp=70,rare=45,politicalPower=70,stability=5,,,,,,,,,,,,,,,,,,,
ru-compromise-family-support,Поддержка семьи,Согласовать адресные выплаты жилье медицину и школьную инфраструктуру для семей с детьми.,"Согласовать адресные выплаты жилье медицину и школьную инфраструктуру для семей с детьми.

Подробно: фокус «Поддержка семьи» разворачивает направление «Социальный компромисс» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: stability=4, food=20, politicalPower=15.",50,,Социальный компромисс,19,3,ru-compromise-fair-tariffs,ru-compromise-social-regions,ru-compromise-coalition-arbitrage,,,,,,,,ru-social-compromise,,,,,,,,,,stability=4,food=20,politicalPower=15,,,,,,,,,,,,,,,,,,,,
ru-compromise-fair-tariffs,Справедливые тарифы,Ограничить резкие тарифные скачки и направить инвестиции в коммунальные сети через прозрачные программы.,"Ограничить резкие тарифные скачки и направить инвестиции в коммунальные сети через прозрачные программы.

Подробно: фокус «Справедливые тарифы» разворачивает направление «Социальный компромисс: Семья» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: stability=4, budget=20, steel=15.",55,,Социальный компромисс: Семья,18,4,ru-compromise-balanced-state,,,,,,,,,,ru-compromise-family-support,,,,,,,,,,stability=4,budget=20,steel=15,,,,,,,,Социальный компромисс: Регионы,Социальный компромисс: Бюджет,,,,,,,,,,,
ru-compromise-social-regions,Социальные регионы,Поддержать регионы с высокой нагрузкой на медицину школы и коммунальную инфраструктуру.,"Поддержать регионы с высокой нагрузкой на медицину школы и коммунальную инфраструктуру.

Подробно: фокус «Социальные регионы» разворачивает направление «Социальный компромисс: Регионы» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: stability=5, gdp=16, food=25.",60,,Социальный компромисс: Регионы,19,4,ru-compromise-pension-index,,,,,,,,,,ru-compromise-family-support,,,,,,,,,,stability=5,gdp=16,food=25,,,,,,,,Социальный компромисс: Семья,Социальный компромисс: Бюджет,,,,,,,,,,,
ru-compromise-coalition-arbitrage,Коалиционный арбитраж,Создать парламентский механизм согласования социальных расходов промышленности и бюджетной устойчивости.,"Создать парламентский механизм согласования социальных расходов промышленности и бюджетной устойчивости.

Подробно: фокус «Коалиционный арбитраж» разворачивает направление «Социальный компромисс: Бюджет» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: politicalPower=35, stability=4, budget=20.",60,,Социальный компромисс: Бюджет,20,4,ru-compromise-rural-medicine,,,,,,,,,,ru-compromise-family-support,,,,,,,,,,politicalPower=35,stability=4,budget=20,,,,,,,,Социальный компромисс: Семья,Социальный компромисс: Регионы,,,,,,,,,,,
ru-compromise-balanced-state,Сбалансированное государство,Закрепить компромисс между социальной поддержкой региональным развитием и ответственным бюджетом.,"Закрепить компромисс между социальной поддержкой региональным развитием и ответственным бюджетом.

Подробно: фокус «Сбалансированное государство» разворачивает направление «Социальный компромисс: Семья» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: stability=8, politicalPower=55, gdp=28.",75,,Социальный компромисс: Семья,18,5,ru-compromise-local-roads,,,,,,,,,,ru-compromise-fair-tariffs,,,,,,,,,,stability=8,politicalPower=55,gdp=28,,,,,,,,,,,,,,,,,,,,
ru-compromise-pension-index,Индексация выплат,Согласовать устойчивую индексацию социальных выплат с доходами бюджета и региональными обязательствами.,"Согласовать устойчивую индексацию социальных выплат с доходами бюджета и региональными обязательствами.

Подробно: фокус «Индексация выплат» разворачивает направление «Социальный компромисс: Регионы» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: stability=5, politicalPower=20, budget=-10.",55,,Социальный компромисс: Регионы,19,5,ru-compromise-food-prices,,,,,,,,,,ru-compromise-social-regions,,,,,,,,,,stability=5,politicalPower=20,budget=-10,,,,,,,,,,,,,,,,,,,,
ru-compromise-rural-medicine,Сельская медицина,Поддержать фельдшерские пункты мобильные бригады и региональную телемедицину.,"Поддержать фельдшерские пункты мобильные бригады и региональную телемедицину.

Подробно: фокус «Сельская медицина» разворачивает направление «Социальный компромисс: Бюджет» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: stability=4, manpower=55, food=15.",55,,Социальный компромисс: Бюджет,20,5,ru-compromise-worker-housing,,,,,,,,,,ru-compromise-coalition-arbitrage,,,,,,,,,,stability=4,manpower=55,food=15,,,,,,,,,,,,,,,,,,,,
ru-compromise-local-roads,Местные дороги,Направить коалиционные поправки бюджета на дороги к школам больницам и промышленным площадкам.,"Направить коалиционные поправки бюджета на дороги к школам больницам и промышленным площадкам.

Подробно: фокус «Местные дороги» разворачивает направление «Социальный компромисс: Семья» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: gdp=22, steel=20, stability=2.",60,,Социальный компромисс: Семья,18,6,ru-compromise-cooperative-industry,,,,,,,,,,ru-compromise-balanced-state,,,,,,,,,,gdp=22,steel=20,stability=2,,,,,,,,,,,,,,,,,,,,
ru-compromise-food-prices,Стабильные цены,Поддержать продовольственные цепочки фермерские кооперации и адресную помощь уязвимым семьям.,"Поддержать продовольственные цепочки фермерские кооперации и адресную помощь уязвимым семьям.

Подробно: фокус «Стабильные цены» разворачивает направление «Социальный компромисс: Регионы» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: food=55, stability=4, budget=15.",55,,Социальный компромисс: Регионы,19,6,ru-compromise-fiscal-council,,,,,,,,,,ru-compromise-pension-index,,,,,,,,,,food=55,stability=4,budget=15,,,,,,,,,,,,,,,,,,,,
